SEX,SEX_MAP,EMOT,/content/drive/MyDrive/project_gender_sterotype_persian,id,SIT,SIT_Persian
2,female,1,joy,2480,The day that my boyfriend appeared at home with a pair of rings for our wedding.,زمانی که دوستپسرم با جفت حلقهای برای عروسی ما به خانه آمد.
1,male,1,joy,7138,Getting into this university to do medicine.,دریافت پذیرش در این دانشگاه برای تحصیل پزشکی.
1,male,7,guilt,6294,One day I took my playmates to the river to swim and play. One of them was epileptic so he drowned into the water. I felt guilty because it was me who took them there.,یک روز من بازی‌کنندگان خود را به رودخانه بردم تا شنا کنند و بازی کنند. یکی از آنها مبتلا به صرع بود و در آب غرق شد. من احساس گناه می‌کردم زیرا من بودم که آنها را به آنجا بردم.
2,female,7,guilt,35,When one has neglected or been unjust to a good friend.,وقتی کسی که به دوست خوبی خود بی اعتنایی کرده یا به او ظلم کرده است.
1,male,6,shame,1753,I had to pay a fine because of speeding.,جریمه ای را به دلیل تخطی از سرعت مجاز پرداخت کردم.
2,female,7,guilt,2840,When I offend somebody unfairly.,وقتی که ناعادلانه کسی را جریحه‌دار می‌کنم.
2,female,5,disgust,1188,"In the morning, the cat of my landlady had vomited on the floor, near the staircase I take to go to the bathroom.",صبح، گربه اجاره‌دار من در کنار پله‌هایی که به سمت دستشویی می‌رود، بالا آورده بود.
1,male,7,guilt,855,I crashed my father's car.,در تصادف، ماشین پدرم را خراب کردم.
2,female,3,anger,1806,My boy-friend had promised me to come an 10 a.m. - he was 3 hours late.,پسرفرنجم قول داده بود که ساعت ده صبح بیاد - او سه ساعت دیر رسید.
2,female,5,disgust,1382,In a certain book I read about cruelties and violence in prison and souteneur circles; I felt especially disgusted when I read detailed descriptions of physical and mental torture of less powerful people.,در کتابی خواندم درباره رفتارهای بیرحمانه و خشونت در زندان و دایره های سودحاصلان؛ هنگامی که توضیحات مفصل در مورد شکنجه جسمی و روانی افراد ضعیف‌تر را خواندم، احساس انزجار شدیدی پیدا کردم.
1,male,5,disgust,4763,When I failed to secure employment after my form 5 in Lusaka despite my excellent certificate.,وقتی پس از دریافت گواهینامه عالی خود در لوساکا نتوانستم شغلی دریافت کنم.
2,female,6,shame,4123,"For example, to feel bad because of one's attire, to be among people who do not belong to the same social class, to give a wrong answer in class, to be surprised in particular situations.",به عنوان مثال، احساس بد داشتن به دلیل لباس های خود، در میان افرادی بودن که به همان طبقه اجتماعی تعلق ندارند، در کلاس پاسخ اشتباه دادن، در موقعیت های خاص تعجب کردن.
1,male,7,guilt,1789,I spread abroad an intimate secret.,پیام محرمانه‌ای را به طور گسترده افشا کردم.
1,male,3,anger,2169,I was angry at a University tutorial when an ignorant loudmouth persisted in trying to dominate the conversation.,این موقعیت مرا در یک جلسه آموزشی دانشگاه خشمگین کرد هنگامی که یک فرد بی سواد و بلند گو با پافشاری تلاش می کرد مکالمه را تحت سلطه خود درآورد.
2,female,6,shame,6529,I felt shame when I was asked by my cousin that I promised to buy her a birthday present but I didn't buy it for her in front of friends.,من احساس شرم کردم وقتی که توسط خواهرزاده‌ام از من پرسیده شد که به او قول داده بودم که برایش هدیه‌ای برای تولدش بخرم اما در حضور دوستان آن را برایش نخریده بودم.
1,male,5,disgust,75,I saw a cripple in rags with small children in Italy.  He was probably an imposter.,فردی معلول در لباس‌های ژنده را با کودکان کوچک در ایتالیا دیدم. احتمالاً او یک فرد متظاهر بود.
2,female,2,fear,5583,Walking through campus at night a squirrel jumped in front of me.,پیاده روی در محوطه دانشگاه در شب یک سنجاب جلوی من پرید.
2,female,2,fear,16,"Every time I imagine that someone I love or I could contact a serious illness, even death.",نگرانی هر زمان که تصور می‌کنم کسی را که دوست دارم یا خودم به بیماری جدی یا حتی مرگ دچار شود.
1,male,1,joy,6221,"This happened a year when I was having a hard time, I got admission to do research despite obstacles in the procedure of admission.",این در سالی رخ داد که من دوران دشواری را سپری میکردم. با وجود موانع موجود در روند پذیرش، توانستم برای انجام تحقیقات پذیرش شوم.
2,female,3,anger,6589,I went to a fair where a guy who was drunk kept bothering me and in the end I got really angry.,من به یک نمایشگاه رفتم که در آنجا یک مرد مست به من آزار و اذیت می‌کرد و در نهایت من واقعاً عصبانی شدم.
2,female,6,shame,4533,"One day when I came back home, I found my favourite dish broken.  I blamed the servant for it, later I found out that it was not the servant but my daughter who had broken it.",یک روز که به خانه برگشتم، دیدم ظرف مورد علاقه‌ام شکسته است. من خدمتکار را مقصر دانستم، اما بعدا فهمیدم که نه خدمتکار، بلکه دخترم آن را شکسته بود.
1,male,5,disgust,4868,When I witnessed an accident.,وقتی که من شاهد یک حادثه بودم.
1,male,5,disgust,4171,When I saw several people washing their car with water from a drain.,وقتی چند نفر را دیدم که با آب از لوله‌ی زهکشی، ماشین خود را می‌شستند.
2,female,1,joy,1219,A good report card (a scholarship) in primary school.,یک کارنامه خوب (بورسیه) در مدرسه ابتدایی.
1,male,4,sadness,2584,When I got separated from the woman I loved.,وقتی که از زنی که دوستش داشتم جدا شدم.
1,male,5,disgust,6232,[ When mix was coming from column for several days.],وقتی که ترکیب چندین روز از ستون میآمد.
1,male,7,guilt,6364,"A certain colleague of mine sent me to buy a bag of flour for him, he gave me K20. Unfortunately I lost it.",متأسفانه من آن را گم کردم.
2,female,7,guilt,564,Leaving a friend of mine alone at a dance - I felt I should have kept her company.,رهایی کردن دوست من تنها در یک رقص - احساس کردم که باید همراهی اش می کردم.
1,male,5,disgust,1274,I heard somebody talk about studies in a highly enthusiastic student-like way.,من شنیدم که کسی در مورد مطالعات به شیوه‌ای بسیار هیجان‌انگیز و شبیه به یک دانشجو صحبت می‌کرد.
1,male,6,shame,6261,"I had written a love-letter to a class-mate of mine, this was meant to be a joke.  Unfortunately it fell in the wrong hands  and I had to face the consequences.",من یک نامه عاشقانه به یکی از همکلاسی‌های خود نوشته بودم، این به عنوان یک شوخی در نظر گرفته شده بود. متأسفانه این نامه به دست افرادی غیرمربوطه افتاد و من مجبور به مواجهه با پیامدهای آن شدم.
1,male,1,joy,6093,When I got my B.A degree with first class.,وقتی که من مدرک کارشناسی خود را با درجه اول دریافت کردم.
1,male,3,anger,6020,Despite our good performance and excellent results the management refused to meet our demands.,علیرغم عملکرد خوب و نتایج عالی ما، مدیریت از برآورده کردن خواسته‌های ما خودداری کرد.
1,male,1,joy,5398,Watching the Asian Olympic game (China winning).,در حال تماشای بازی‌های المپیک آسیایی (پیروزی چین).
2,female,1,joy,5872,I was very happy when I passed the B.A with first class marks.,من بسیار خوشحال بودم وقتی که با نمرات درجه اول لیسانس را پاس کردم.
1,male,2,fear,514,"We were driving a car of a friend of mine when we turned in the wrong direction towards an unknown district, and nearly drove down a precipice.",ما در حال رانندگی با اتومبیل یکی از دوستانم بودیم که ناگهان به سمت ناحیه‌ای ناشناخته پیچیدیم و در آستانه سقوط از پرتگاهی قرار گرفتیم.
2,female,4,sadness,7162,My father told me in the letter that my mother is ill.,پدرم در نامه به من گفت که مادرم بیمار است.
1,male,2,fear,829,Afraid I wouldn't catch the train when I was going to see my sweetheart.,از این می‌ترسیدم که قطار را از دست بدهم وقتی می‌خواستم به دیدار عشق زندگی‌ام بروم.
2,female,7,guilt,4257,"As I was not paying attention, my little brother fell off the table.",افسوس که من حواسم نبود، برادر کوچکم از روی میز افتاد.
1,male,4,sadness,3551,I was forced to leave an unforgettable friend.,من مجبور شدم که از دوست فراموش‌نشدنی خود جدا شوم.
1,male,2,fear,1507,"When I was walking on the street, a group of drunk, bawling young people approached.",زمانی که من در خیابان قدم می‌زدم، گروهی از جوانان مست و پردادزن به من نزدیک شدند.
1,male,5,disgust,2156,Disgust with a subordinate.,تنفر از یک زیردست.
1,male,3,anger,101,When someone stole my bike.,وقتی که کسی دوچرخه‌ام را دزدید.
2,female,5,disgust,1181,"Once again, my life partner came back home drunk at midnight.",همسرم دوباره در نیمه‌شب مست به خانه بازگشت.
1,male,4,sadness,6231,When my first love was not successful.,وقتی که اولین عشق من موفق نبود.
2,female,7,guilt,1384,"I went shopping with my mother and sister (17 years old). Mother always told my sister what she should buy. Instead of assisting my sister in defending herself against mother's interference, I just behaved aggressively towards my sister.",من با مادر و خواهرم (17 ساله) به خرید رفتم. مادر همیشه به خواهرم می‌گفت که چه چیزی را باید بخرد. به جای اینکه به خواهرم در دفاع از خود در برابر دخالت مادر کمک کنم، من فقط به صورت خشن با خواهرم رفتار کردم.
1,male,4,sadness,950,The death of my grandmother.,مرگ مادربزرگم.
1,male,7,guilt,5411,When the student union leaders were expelled from the university and we continued to study.,دانشجویان اتحادیه دانشجویی از دانشگاه اخراج شدند و ما به مطالعه خود ادامه دادیم.
1,male,7,guilt,2151,Once I worked as a designer. A fitter was hard hit in a damage that occurred at the building site I had designed.,پس از آن من به عنوان یک طراح مشغول به کار بودم. یک مسئول نظارت سخت در خسارتی که در محل ساخت ساختمانی که من طراحی کرده بودم، آسیب دید.
2,female,5,disgust,7334,At the crowded conditions of living.  I always quarrel with my elder brother as he puts the T.V volume at a deafening level and I can not practise my piano lessons.  Thus I feel that my home is disgusting.,در شرایط شلوغ زندگی، همیشه با برادر بزرگ‌ترم دعوا می‌کنم زیرا او صدای تلویزیون را به حد کر کننده‌ای بلند می‌کند و من نمی‌توانم درس‌های پیانوی خود را تمرین کنم. بنابراین احساس می‌کنم که خانه‌ام زشت است.
2,female,4,sadness,2327,"A friend of mine lent me his apartment for holidays and besides this he was a fine person. Months later I knew that he died tragically in a moto accident. He was very young, and I felt sad and couldn't believe it (until today).",دوستی از من، آپارتمان خود را برای مرخصی به من قرض داد و علاوه بر این او شخص خوبی بود. ماه ها بعد فهمیدم که او به طور فاجعه‌باری در یک تصادف موتورسیکلت جان خود را از دست داد. او بسیار جوان بود و من غمگین شدم و تا به امروز باور نمی‌کنم.
2,female,1,joy,6587,I had an interview for entry into college. The results were to be announced on radio. After a long period of waiting the results were released. I had succeded - tension was relieved by joy.,نگرشنده در کالج شرکت کردم. نتایج در رادیو اعلام می‌شد. پس از یک دوره انتظار طولانی، نتایج منتشر شد. من موفق شده بودم - تنش با شادی برطرف شد.
1,male,3,anger,5756,"I was rushing home from school because there was a 49er game that night. I got into a non-injury accident, which was all my fault, but destroyed the front of my car. The truck I hit was undamaged.",من با عجله از مدرسه به خانه می رفتم چون شب آن روز بازی ۴۹رز بود. من در یک تصادف بدون آسیب جدی که کاملا تقصیر من بود درگیر شدم و جلوی ماشینم را به کلی خرد کرد. اما کامیونی که به آن برخورد کردم، آسیبی ندید.
1,male,2,fear,488,"When I missed crashing, by a hair's breadth, into a man who came out 20 metres ahead of me when I was driving at 110km/h.",وقتی که من از برخورد با مردی که ۲۰ متر جلوتر از من ظاهر شد در حالی که من با سرعت ۱۱۰ کیلومتر بر ساعت رانندگی می‌کردم، به زحمت جان سالم به در بردم.
1,male,6,shame,3701,"Recently, I left my bag in the car of someone who picked me up while hitch-hiking. I spent some effort to find out where he lived (I succeeded).",به‌تازگی کیف خود را در خودروی شخصی که من را در حین راه‌گشایی سوار کرده بود، جا گذاشتم. من تلاش کردم تا محل زندگی او را پیدا کنم (و در این کار موفق شدم).
2,female,3,anger,5020,Some people were sitting outside and saying things which were not really true.,مردم برخی بیرون نشسته بودند و چیزهایی میگفتند که واقعاً درست نبود.
2,female,6,shame,3992,"Once by coincidence I clutched a stranger (in a rather intimate way), thinking it was my boyfriend. When by hindsight I feel ashamed when thinking about it.",یک‌بار به صورت اتفاقی من به یک غریبه چسبیدم (به طرز نسبتاً صمیمی)، فکر می‌کردم که او بوی‌فرم است. وقتی به آن فکر می‌کنم، احساس شرم می‌کنم.
2,female,2,fear,4613,"When I was told by the doctor, after many months of coughing, that I had tuberculosis.",وقتی که بعد از ماه‌ها سرفه، دکتر به من گفت که مبتلا به سل هستم.
1,male,2,fear,7533,After listening to ghost stories with my classmates I had to back alone to the hostel at night.  I had to walk through a long and quiet road and I was scared of meeting a ghost.,بعد از شنیدن داستان‌های ترسناک با همکلاسی‌هایم، شب باید به تنهایی به خوابگاه برمی‌گشتم. مجبور بودم از یک جاده طولانی و آرام عبور کنم و از مواجه شدن با یک روح ترسان بودم.
2,female,3,anger,1549,"When I was dismissed unjustly from the firm where I worked, because there where persons that didn't have problems, and wouldn't miss in the jobs they occupied if they were dismissed.",زمانی که من به ناعادلانه از شرکتی که در آن کار می‌کردم اخراج شدم، زیرا افرادی وجود داشتند که مشکلی نداشتند و در صورت اخراج، شغل‌های خود را از دست نمی‌دادند.
2,female,4,sadness,1528,When my boyfriend took me to his father's grave.,وقتی که دوستپسرم مرا به قبر پدرش برد.
1,male,2,fear,1839,A car came very close to hitting me whilst I was crossing the street.,ماشینی به نزدیکی من آمد وقتی که از خیابان عبور می‌کردم.
1,male,2,fear,3932,When I was 12 years old I frequently was pursued by others and got sound thrashes.,زمانی که من 12 سال داشتم، اغلب توسط دیگران تعقیب می‌شدم و کتک های محکمی می‌خوردم.
1,male,4,sadness,2648,A close friend decided to stop with his study and to go back home.,دوست نزدیک من تصمیم گرفت تا از ادامه تحصیل دست بکشد و به خانه برگردد.
2,female,1,joy,6503,I met a certain lady at Mchesi and I proposed a word of love to her and at the same time she accepted my proposal.,من با یک خانم خاص در محسی ملاقات کردم و به او پیشنهاد عشق دادم و در همان حال او پیشنهاد من را پذیرفت.
2,female,6,shame,189,Once I arrived two hours late to my work place (a bank) and I was still feeling feeble and tired.,زمانی که من دو ساعت دیر به محل کار (بانک) رسیدم، هنوز احساس ضعف و خستگی داشتم.
1,male,6,shame,5977,[ I have felt shame but am unable to remember any particular incident.],من شرم را احساس کرده ام اما قادر به یادآوری هیچ واقعه خاصی نیستم.
1,male,6,shame,2888,I didn't offer my seat to a pregnant woman in the bus.,من به زن باردار در اتوبوس جای خود را پیشنهاد نکردم.
1,male,4,sadness,3692,When I caused much pain and sorrow to my boyfriend by finishing our relationship.,وقتی که من با پایان دادن به رابطه‌مان به دوست پسرم درد و اندوه بسیاری وارد کردم.
1,male,3,anger,6993,Failed to be elected to be a class leader.,ناموفق در انتخاب شدن به عنوان رهبر کلاس
1,male,2,fear,6352,As I was taking venous blood from another patient I introduced air into the place of puncturing and there was a swelling which is dangerous to the patient hence I became afraid.,به هنگام گرفتن خون وریدی از بیمار دیگر، هوا را به محل ورود سوزن تزریق کردم و تورمی ایجاد شد که برای بیمار خطرناک است، بنابراین من نگران شدم.
1,male,3,anger,6924,Misunderstood by a close friend for the wrong reason.,دوست نزدیک به دلایل اشتباه شما را سوء تفاهم کرده است.
1,male,3,anger,4635,"I peeped into Maurine's bedroom and saw two people - Maurine anbd my step-dad.  I thought,  Why did she break her promises ? Why had she invited me ? Why do old men go for young girls ? ",نگاهی به اتاق خواب مورین انداختم و دو نفر را دیدم - مورین و پدرخوانده ام. فکر کردم، چرا او وعده‌هایش را شکست؟ چرا مرا دعوت کرده بود؟ چرا مردان مسن به دنبال دختران جوان می‌روند؟
2,female,5,disgust,3345,Obscene phone calls.,زنگ های تلفنی مبتذل.
2,female,5,disgust,7279,"I am disgusted by people who spoil their identity because of misbehaviour.  This morning when I was in a crowded bus, I found a seat on which a university student was sitting on one side and he had put his bag and files next to him.  There was very little space left and I sat down while he kept on reading.  Even when I leaned on him he did not put his bag away.  He did not respond and I felt very angry.",من از افرادی که به خاطر رفتار نامناسب هویت خود را خراب میکنند، مشمئز هستم. صبح امروز که در اتوبوس شلوغی بودم، صندلی خالی پیدا کردم که دانشجوی دانشگاهی در یک طرف آن نشسته بود و کیف و پروندههایش را کنار خود قرار داده بود. فضای خیلی کمی باقی مانده بود و در حالی که او همچنان مشغول خواندن بود، نشستم. حتی زمانی که به او تکیه دادم، کیفش را کنار نگذاشت. او پاسخی نداد و من خیلی عصبانی شدم.
2,female,6,shame,2669,I feel shame mixed with anger with the behavior of some incultivated people because my fiancT is a foreigner.,شرم و خشم را با رفتار برخی افراد بی‌فرهنگ احساس می‌کنم زیرا نامزد من یک خارجی است.
1,male,5,disgust,6755,Given duty by the leaders which I do not like to do.,تکلیفی که از سوی رهبران به من واگذار شده و من علاقه ای به انجام آن ندارم.
2,female,3,anger,7056,My roommate being unconsiderate.,همسایه اتاقم توجه لازم را ندارد.
2,female,7,guilt,5992,"I did badly in one of the vital exams, despite getting proper guidance from my parents.  I felt guilty of improper use of the chances provided to me. ",متأسفانه در یکی از امتحانات حیاتی نتیجه ضعیفی گرفتم، با وجود دریافت راهنمایی مناسب از والدینم. احساس گناه می‌کردم به دلیل استفاده نادرست از فرصت‌های فراهم شده برایم.
1,male,4,sadness,74,Railway station good-bye.,ایستگاه راه‌آهن خداحافظی.
2,female,2,fear,250,"When I was travelling by tram, I tripped and fell against the door.  I thought that I was going to fall out.",هنگامی که با تراموا در حال سفر بودم، پایم لغزید و به در برخورد کردم. فکر کردم که قرار است بیرون بیفتم.
2,female,4,sadness,1917,"My mother died of cancer after a 4 year illness - I think the most pregnant moment of sadness was the next morning, just as the sun rose.",این مادرم پس از بیماری چهار ساله به سرطان درگذشت. به نظر من غمناک‌ترین لحظه، صبح بعد از آن، هنگامی بود که خورشید طلوع می‌کرد.
2,female,1,joy,1462,I received a letter and a Christmas present from a person I had not seen for two years.,من نامه و هدیه کریسمس را از شخصی که دو سال است او را ندیده بودم، دریافت کردم.
1,male,2,fear,857,Being close to drowning.,در آستانۀ غرق شدن.
1,male,1,joy,856,Receiving a letter form a girl that means a lot to me emotionally.,دریافت نامه ای از دختری که برای من از لحاظ احساسی بسیار مهم است.
1,male,5,disgust,6144,I had experienced odd moments one time when a patient came into the Ward in which I was working. The patient was badly burnt in the right side of her body. I was very nervous at the sight.,من در یک زمان دچار لحظات عجیب و غریبی شده بودم زمانی که یک بیمار به بخشی که در آن کار می کردم وارد شد. بیمار در سمت راست بدنش به شدت دچار سوختگی شده بود. من با دیدن این وضعیت بسیار عصبی و نگران شدم.
2,female,6,shame,7391,Once my presentation was the worst among my classmates as I had not prepared it well and had not seen it as important.  My presentation was so confused that it clearly showed my poor preparation.,پس از آن، ارائه‌ی من بدترین بود در میان همکلاسی‌هایم چراکه آن را خوب آماده نکرده بودم و آن را مهم نمی‌دانستم. ارائه‌ی من به‌قدری نامنظم بود که نشان‌دهنده‌ی آمادگی ضعیف من بود.
2,female,5,disgust,3170,A friend of mine goes out with this guy. She sleeps with him but is quite happy for him to play around - as well as herself.,دوست من با این مرد بیرون می‌رود. او با او می‌خوابد اما به او اجازه می‌دهد که علاوه بر خودش با دیگران نیز رابطه داشته باشد.
1,male,3,anger,7021,Found out that someone I knew well has been misunderstanding me for 2 years.,متوجه شدم که فردی که خوب می‌شناختم مرا به مدت دو سال اشتباه درک کرده است.
2,female,1,joy,534,"A person with whom I had been on bad terms, gave me a present. We became reconciled.",شخصی که در گذشته با او روابط خوبی نداشتم، به من هدیه ای داد. ما با هم آشتی کردیم.
2,female,1,joy,4577,When I got first division in the exams before leaving school.,وقتی که من قبل از ترک مدرسه در امتحانات مقام اول را کسب کردم.
2,female,6,shame,1669,"When I had slept with a boy for the first time I felt ashamed for three reasons. First, because I was only 13 years old, second, because I did not really like him, third, because he had caught me napping.",زمانی که برای اولین بار با یک پسر خوابیده بودم، به سه دلیل احساس شرم کردم. اول اینکه من فقط 13 سال داشتم، دوم اینکه من واقعاً او را دوست نداشتم، سوم اینکه او من را در حال خوابیدن گرفته بود.
1,male,6,shame,5002,When my mum learnt that I had beaten up someone in a fight.,زمانی که مادرم متوجه شد که من در یک درگیری کسی را کتک زده‌ام.
2,female,2,fear,2273,I felt afraid when I smoked maryhuana for the first time in my life with a lot of friends in the middle of the street at day brake.,احساس ترس کردم وقتی که برای اولین بار در زندگی‌ام مری‌جوانا را در وسط خیابان در طلوع آفتاب همراه با دوستان زیادم مصرف کردم.
2,female,7,guilt,6628,I cheated my boyfriend.,من با همسرم خیانت کردم.
1,male,1,joy,2773,"When I found out that a set task (i.e. 2 essays and a test), the thought of which had oppressed me, were not on the date I had thought.",وقتی فهمیدم که یک وظیفه تعیین شده (به عبارت دیگر، 2 مقاله و یک آزمون) که فکر آن مرا فشار داده بود، در تاریخی که من فکر می‌کردم نبود.
1,male,6,shame,2804,A theft committed by me.,دزدی انجام شده توسط من.
1,male,6,shame,1808,When I broke the piggy bank of my brother and my mother discovered that.,وقتی که من قرض کشی برادرم را شکستم و مادرم آن را کشف کرد.
2,female,2,fear,2991,Two years ago I saw a film on the TV. Even now it makes me afraid.,دو سال پیش فیلمی را در تلویزیون دیدم. حتی هنوز هم باعث ترس من می‌شود.
1,male,5,disgust,3217,Having moved into a flat within the last week I felt some disgust that a bathroom tap had been left to drip with a faulty fawcet.,انتقال به آپارتمانی در طی هفته گذشته باعث شد که احساس انزجار کنم زیرا شیر حمام به دلیل معیوب بودن شیر، قطره قطره می چکید.
1,male,1,joy,7532,"One night, my boyfriend expressed his love for me in the canteen in the presence of my friends by giving me a present.",یک شب، پسر دوستم عشق خود را به من در کافه و در حضور دوستانم ابراز کرد با هدیه دادن به من.
1,male,2,fear,5555,Upon reading a story on a serial killer by the name of Henry Lee Lucas who has been given the distinction of killing more people that any other man. I began to wonder if I should take more care for my safety.,"این را به فارسی ترجمه کنم:

پس از خواندن داستانی درباره یک قاتل سریالی به نام هنری لی لوکاس که به عنوان قاتلی شناخته می‌شود که بیشتر از هر مردی کشته است، شروع به نگران شدن در مورد ایمنی خود کردم."
2,female,6,shame,694,"I was talking badly about a person to some friends, and discovered that his daughter was listening.",به دختر او گوش می‌داد.
2,female,7,guilt,2644,When I hurt my parents in one way or another.,وقتی به نوعی پدر و مادرم را آزرده خاطر میکنم.
1,male,6,shame,4624,My mother caught me stealing some food when I was a young boy.,مادرم وقتی پسر کوچکی بودم مرا در حال دزدیدن غذا گرفت.
1,male,6,shame,7189,Criticized by a teacher in public.,انتقاد از سوی معلم در برابر جمع
1,male,6,shame,1028,As a child when I was blamed for peeing in the swimming-pool.,به عنوان یک کودک وقتی که به خاطر ادرار کردن در استخر سرزنش می‌شدم.
2,female,5,disgust,1069,A friend of mine came to see me when he was quite drunk.,دوستی از من به دیدنم آمد هنگامی که بسیار مست بود.
1,male,1,joy,4843,When I got my results - I had passed the form III exams.  I had not expected to do so well.,وقتی که نتایج را دریافت کردم، امتحانات فرم سوم را پاس کرده بودم. من انتظار نداشتم که به این خوبی عمل کنم.
2,female,1,joy,5603,When I drove partially across the country with my father. We stopped in a few towns and stayed overnight in motels. The joy I got was from the feedom I felt and the real beauty of the country.,وقتی با پدرم از سراسر کشور عبور کردم. در چند شهر توقف کردیم و در متل ها شب را گذراندیم. شادی که به دست آوردم از آزادی ای بود که احساس کردم و زیبایی واقعی کشور.
1,male,7,guilt,1837,Losing my temper with my spouse.,از دست دادن آرامش خود با همسرم.
2,female,2,fear,2294,"Afraid of getting alone without friends, without anybody.",بی‌دوست و تنها ماندن، ترس دارم.
1,male,7,guilt,7260,That evening when I opened the songbook while I was singing the song Those were the days that guilt feeling became stronger.  The lyrics described well - I was really wrong.  The wish that I had made was really bad. If she were with me I would really be happy and we would play happily together like the days in secondary school and she would not be disappointed and gloomy because of me.,"آن شب وقتی که من کتاب آواز را باز کردم در حالی که آهنگ ""آن روزهای گذشته"" را می‌خواندم، احساس گناه قوی‌تر شد. متن آهنگ به خوبی توصیف می‌کرد که من واقعاً اشتباه کرده بودم. آرزویی که من کرده بودم واقعاً بد بود. اگر او با من بود، واقعاً خوشحال می‌شدم و مانند روزهای دبیرستان با هم شاد بازی می‌کردیم و او به خاطر من دلخور و افسرده نمی‌شد."
1,male,4,sadness,3663,Watching a football game. This remindes me of the time when my father was still alive and when we watched football games on TV together.,این یادآور زمانی است که پدرم هنوز زنده بود و ما با هم بازی‌های فوتبال را در تلویزیون تماشا می‌کردیم.
2,female,4,sadness,6583,My best friend had failed Exams. She had to leave and so we got separated.,دوست صمیمی من در امتحانات شکست خورده بود. او مجبور به ترک شد و بنابراین ما از هم جدا شدیم.
2,female,4,sadness,1437,"Several years ago my brother died in an accident. When I heard about it, I was very sad. It took years until I resigned myself to it.",در سالهای گذشته، برادرم در یک حادثه جان باخت. هنگامی که از این موضوع مطلع شدم، بسیار اندوهگین بودم. سالها طول کشید تا با این موضوع کنار بیایم.
1,male,7,guilt,5476,When I was a kid I stole toys from other kids.,کودکی که بودم، اسباب‌بازی‌های دیگر بچه‌ها را دزدیده بودم.
1,male,1,joy,2063,"When I saw my brother in Church, and publically accept Jesus Christ as his saviour and Lord.",وقتی برادرم را در کلیسا دیدم و عیسی مسیح را به طور علنی به عنوان نجات‌دهنده و خداوند خود پذیرفت.
1,male,6,shame,1697,"I was sitting in a restaurant with friends. They asked me something which they thought I should know. Actually I know it, but at that time I was not able to remember it.",من در یک رستوران با دوستانم نشسته بودم. آنها چیزی را از من پرسیدند که فکر می‌کردند باید بدانم. در واقع می‌دانستم، اما در آن زمان قادر به به‌یاد آوردن آن نبودم.
1,male,4,sadness,4379,A friend of mine was hurt as he thought that our relationship was not the same as before and something had gone wrong.,دوستی از من زخمی شد، زیرا او فکر میکرد که رابطهی ما دیگر مثل قبل نیست و چیزی درست پیش نرفته است.
1,male,1,joy,2595,I have a new born child.,نوزاد تازه متولد شده ای دارم.
1,male,7,guilt,6757,"Make a mistake, offended my friend.",دوست من را ناراحت کردم، اشتباه کردم.
2,female,4,sadness,1054,"I would have liked to go out to chat with some acquaintances, but I realized that I was not wanted.  I felt hurt, disappointed, lonely and deserted.",من دوست داشتم بیرون بروم و با برخی از آشنایان صحبت کنم، اما متوجه شدم که مورد پذیرش قرار نگرفتم. احساس کردم که آسیب دیده، نامیدی، تنها و رها شده ام.
1,male,2,fear,3200,When approached by a gang of youths in town at night.,زمانی که در شهر در شب توسط گروهی از جوانان نزدیک شدی.
2,female,5,disgust,1167,"After the first of May, I detested my fiance's friends, who had piled on to our party and spoilt it completely.",پس از اول ماه می، از دوستان نامزد خود که به مهمانی ما هجوم آورده و آن را کاملاً خراب کرده بودند، متنفر شدم.
1,male,1,joy,4535,When a cousin of mine was discharged from the hospital after       a long illness.  I had thought that this illness would never end.,وقتی که یکی از کوزینهای من پس از بیماری طولانی از بیمارستان ترخیص شد، من فکر میکردم که این بیماری هرگز تمام نخواهد شد.
2,female,3,anger,405,"Recently when my sister, who is four years younger than me and very spoiled, shouted at my mother for no apparent reason .  The heart-broken expression on my mother's face made me feel very angry.",اخیراً وقتی خواهرم که چهار سال از من کوچکتر است و خیلی خودخواه است، بدون دلیل ظاهری به مادرم فریاد کشید، چهره اندوهگین مادرم باعث شد تا من بسیار عصبانی شوم.
2,female,4,sadness,1570,"When my grandfather died. When I heard about his death, I had a bad feeling in my stomach and I felt as if I had lost something very precious.",وقتی پدربزرگم درگذشت. وقتی درباره مرگش شنیدم، احساس بدی در شکمم داشتم و احساس کردم چیزی گرانبها را از دست داده‌ام.
1,male,3,anger,4894,When the university withdrew the accomodation that it had given me.,وقتی که دانشگاه اقامتگاهی را که به من داده بود، پس گرفت.
2,female,3,anger,3460,"I lent a text-book to a person I did not know very well, they lost the text-book and gave me no compensation.",متن کتاب درسی را به فردی که به خوبی نمی‌شناختم قرض دادم، آن‌ها کتاب درسی را گم کردند و هیچ جبران خسارتی به من ندادند.
2,female,3,anger,174,"I was accused of having done something, which I hadn't and got very angry.",من به انجام چیزی متهم شده بودم که من آن را انجام نداده بودم و بسیار عصبانی شدم.
2,female,2,fear,5894,"I had a very horrible dream one night, I dreamt that I had fallen off a very crowded train.",من در یک شب کابوس وحشتناکی داشتم، در خواب دیدم که از یک قطار شلوغ سقوط کرده بودم.
